command,index
paru -Q | grep vi,4769
paru -Q | grep man,4770
ls,4771
z todo,4772
ls,4773
v,4774
pwd,4775
lsd,4776
ls,4777
lsd,4778
ls,4779
lsd,4780
pwd,4781
lsd,4782
pwd,4783
lsd,4784
ll,4785
ls,4786
sys disks,4787
sys mem,4788
sys temp ,4789
lsd,4790
pwd,4791
cyme --lsusb,4792
ip addr,4793
paru -Q | grep nmap,4794
paru -Sy,4795
ping github.com,4796
paru -Sy,4797
lsd,4798
pwd,4799
paru -Sy,4800
paru -Syu,4801
ls,4802
fs,4803
z dot,4804
gs,4805
ga,4806
"gc ""change confirm""",4807
gp,4808
z nv,4809
v,4810
ls,4811
gs,4812
ga,4813
"gc ""change init modify lazy config""",4814
gs,4815
gp,4816
v,4817
pwd,4818
lsd,4819
pwd,4820
ls,4821
tree,4822
v,4823
lsd,4824
ls,4825
unzip PersonalBlogHub.zip,4826
ls,4827
z nv,4828
v,4829
z ~/.local/share/nvim/,4830
ls,4831
cd lazy/,4832
la,4833
cd telescope.nvim/,4834
v,4835
tmux,4836
z todo,4837
v,4838
cls,4839
z dot,4840
ls,4841
cd tmux/,4842
ls,4843
cd  dot,4844
ls,4845
cd tmux/,4846
ls,4847
la,4848
ls,4849
v,4850
ls,4851
z Tools/,4852
cls,4853
v,4854
tmux,4855
v,4856
tmux,4857
v,4858
v .tmux.conf,4859
gs,4860
lsd,4861
p,4862
z,4863
z todo,4864
lsds,4865
lsd,4866
ls,4867
nv,4868
y,4869
v .wezterm.lua,4870
z nv,4871
p,4872
v,4873
nv,4874
gs,4875
ga,4876
"gc ""change neovide config""",4877
gp,4878
ls,4879
bluetoothctl,4880
lsd,4881
paru -Syu,4882
fs,4883
z go_lang,4884
mkdir hangman,4885
cd hangman/,4886
go mode init hangman,4887
ls,4888
go mod init hangman,4889
ls,4890
touch main.go,4891
ls,4892
go run .,4893
nv,4894
lsd,4895
pwd,4896
z,4897
z nv,4898
v,4899
z backup/,4900
ls,4901
z ..,4902
ls,4903
v,4904
z nv,4905
ls,4906
v,4907
z backup/,4908
p,4909
ls,4910
gs,4911
v,4912
z nv,4913
v,4914
z,4915
z nv,4916
p,4917
paru -Q | grep sqlite,4918
z password_manager/,4919
z ~/coding/dart_lang/password_manager/,4920
ls,4921
sqlite,4922
z ~/coding/dart_lang/password_manager/,4923
sqlite3,4924
ls,4925
trash-put password_manager.db `passwords.db;`,4926
ls,4927
z dot,4928
gs,4929
btop,4930
gs,4931
git restore btop/.config/btop/btop.log,4932
gs,4933
p,4934
z,4935
p,4936
uname,4937
uname -a,4938
uname ,4939
fs,4940
man,4941
paru -Qdt,4942
paru -Q,4943
paru -Q | grep vim,4944
paru -Q | grep neo,4945
paru -Q | grep cyme,4946
paru ,4947
paru --version,4948
paru -help,4949
paru -c,4950
paru -Q | grep which,4951
which nvim,4952
v,4953
paru -Q | grep whisker,4954
paru -Rns xfce4-whiskermenu-plugin,4955
paru -Q | grep zip,4956
paru -Q | grep thunar,4957
paru -Q | grep gvfs,4958
paru -Q | grep term,4959
paru -Q | grep .ttf,4960
paru -Q | grep ttf,4961
which dart,4962
which go,4963
which cargo,4964
which npm,4965
which python,4966
which python3,4967
paru -Q | grep python,4968
du,4969
trash-put /home/rio/go,4970
paru -Q | grep paarol,4971
paru -Q | grep parol,4972
paru -R parol,4973
paru -R parole,4974
paru -Rns parole,4975
ls,4976
trash-put 'Wolf-King-(2025)-Season-1-Hindi-Dubbed-Complete-Series--720p-[Orgmovies].mp4',4977
trash-put 'Tomb-Raider_-The-Legend-of-Lara-Croft-(2024)-S01-Hindi-Dubbed-NF-Series--720p-[Orgmovies].mp4',4978
ls,4979
trash-list ,4980
z ~/.local/share/Trash/,4981
ls,4982
tree,4983
ls,4984
cls,4985
ls,4986
cd files/,4987
ls,4988
trash-empty ,4989
z,4990
trash-empty ,4991
ls ~/.local/share/Trash/files/,4992
trash-empty ,4993
sudo trash-empty ,4994
trash-list,4995
sys disks,4996
ls,4997
sys disks,4998
lsd,4999
pwd,5000
lsd,5001
ls,5002
las,5003
lsd,5004
pwd,5005
lsd,5006
z dot,5007
gs,5008
btop,5009
lsd,5010
p,5011
btop,5012
ls,5013
trash-put output.md,5014
lsd,5015
z coding/markdown/,5016
l,5017
nv,5018
z nv,5019
p,5020
nv,5021
date list-timezone,5022
date now ,5023
cal,5024
z ~/coding/NodeJs/,5025
ls,5026
z PersonalBlogHub/,5027
la,5028
nv,5029
z,5030
lsd,5031
cd dot,5032
gs,5033
git restore btop/.config/btop/btop.log,5034
z coding/markdown/,5035
z ~/coding/,5036
ls,5037
cd settings/,5038
ls,5039
la,5040
z ..,5041
ls,5042
cd dart_lang/,5043
ls,5044
cd todo/,5045
ls,5046
nv,5047
z ../../lua_lang/,5048
ls,5049
lua main.lua,5050
nv,5051
lsd,5052
pwd,5053
z,5054
lsd,5055
pwd,5056
ls,5057
paru -Sy,5058
paru -Syu,5059
z nv,5060
p,5061
gs,5062
nv,5063
lsd,5064
paru -Syu,5065
z,5066
paru -Syu,5067
ls,5068
pwd,5069
paru -Ss mvp,5070
paru -Ss mpv,5071
paru -Rns parole,5072
paru -S mpv,5073
paru -Q | grep whisker,5074
paru -Rns xfce4-whiskermenu-plugin,5075
paru -S mpv,5076
ls,5077
z,5078
la,5079
ls .fonts,5080
ls,5081
c dow,5082
z down,5083
ls,5084
gcl https://github.com/maoiscat/mpv-osc-modern.git,5085
ls,5086
v,5087
ls,5088
cd mpv-osc-modern/,5089
ls,5090
mkdir ~/scripts,5091
mv modern.lua ~/scripts/,5092
mv Material-Design-Iconic-Font.ttf ~/.fonts,5093
z,5094
ls,5095
touch mpv.conf,5096
v mpv.conf,5097
ls,5098
ls scripts/,5099
cd ~/.config/,5100
ls,5101
mkdir mpv,5102
cd mpv/,5103
ls,5104
mv ~/scripts ./,5105
ls,5106
mkdir fonts,5107
ls,5108
mv ~/.fonts/Material-Design-Iconic-Font.ttf fonts/,5109
ls,5110
tree,5111
mv ~/mpv.conf ./,5112
ls,5113
cd ,5114
z dot,5115
ls,5116
ls nvim/,5117
la nvim/,5118
tree nvim/,5119
tree nvim,5120
ls,5121
mkdir mpv,5122
ls,5123
mkdir mpv/.config,5124
mv ~/.config/mpv ./mpv/.config/,5125
ls,5126
ls ~/.config/,5127
ls,5128
stow mpv,5129
ls,5130
gs,5131
ga,5132
"gc ""add mpv""",5133
gs,5134
gp,5135
z ~/Video/,5136
ls,5137
"trash-put ""Games/Assassin's Creed 3 - E3 Official Trailer [UK].mp4""",5138
ls,5139
z,5140
df -h,5141
flutter doctor,5142
flutter doctor -v,5143
flutter config,5144
flutter config --no-enable-android,5145
flutter doctor,5146
flutter config --no-enable-ios,5147
flutter config --no-enable-windows-desktop,5148
flutter config --no-enable-macos-desktop,5149
flutter doctor,5150
flutter config --no-enable-web,5151
flutter doctor,5152
ls,5153
z coding/,5154
df -h,5155
cd flutter_apps/,5156
ls,5157
flutter create rio_player,5158
cd rio_player/,5159
ls,5160
flutter pub get,5161
ls,5162
flutter run,5163
nv,5164
ls,5165
cd ..,5166
ls,5167
du,5168
rm -rf rio_player,5169
ls,5170
paru -Sy,5171
paru -Syu,5172
ls,5173
pacman -Qdt,5174
paru -Q | grep ava,5175
z dot,5176
ls,5177
cd mpv/.config/,5178
ls,5179
cd mpv/,5180
ls,5181
nv,5182
z ,5183
ls,5184
cd dot,5185
ls,5186
du ,5187
du | where physical > 50mb ,5188
du | where physical > 10mb ,5189
p,5190
gs,5191
ls,5192
z rust_lang/,5193
ls,5194
nv,5195
z ../../,5196
ls,5197
cd python/,5198
ls,5199
mkdir cli,5200
cd cli/,5201
uv init .,5202
ls,5203
python3 --version,5204
uv run .,5205
uv ,5206
ls\,5207
ls,5208
uv run main.py,5209
uv venv env,5210
ls,5211
uv list,5212
uv pip list,5213
sh -i -c 'source env/bin/activate ; nu',5214
nv,5215
z nv,5216
ls,5217
y,5218
tree,5219
ls,5220
nv,5221
ls,5222
tree,5223
gs,5224
ga,5225
"gc ""add config in lua""",5226
gs,5227
ls,5228
nv,5229
y,5230
ls,5231
nv,5232
ls,5233
gs,5234
ga,5235
"gc ""add assets""",5236
gs,5237
ls,5238
ls | sort-by modified,5239
git log,5240
ls,5241
pwd,5242
z ,5243
ls,5244
mpv --version,5245
mpv -h,5246
ls,5247
pwd,5248
z cli,5249
p,5250
z python,5251
ls,5252
cd cli/,5253
nv,5254
z,5255
paru -Q,5256
ls,5257
cd backup/,5258
ls,5259
touch packages.md,5260
nv packages.md,5261
ls,5262
z,5263
ls,5264
pwd,5265
cd dot,5266
ls,5267
gs,5268
btop,5269
gs,5270
git restore btop/.config/btop/btop.log,5271
ls,5272
z,5273
fs,5274
z wezterm,5275
ls,5276
la,5277
fs,5278
wezterm ls-fonts --list-system | grep Hack,5279
wezterm ls-fonts --list-system | grep Jet,5280
fs,5281
ls,5282
pwd,5283
fs,5284
nv .wezterm.lua,5285
ls,5286
pwd,5287
lsd,5288
la,5289
fs,5290
ls,5291
nv .wezterm.lua,5292
wezterm ls-fonts --list-system | Hack,5293
wezterm ls-fonts --list-system | grep Hack,5294
nv .wezterm.lua,5295
fs,5296
v .wezterm.lua,5297
nv .wezterm.lua,5298
fs,5299
paru -Q | grep jet,5300
fc-cache -fv,5301
paru -Q | grep nerd,5302
paru -Rns ttf-hack-nerd,5303
paru -Rns ttf-cascadia-code-nerd,5304
paru -Rns ttf-meslo-nerd,5305
ls,5306
paru -Q | grep nerd,5307
paru -Q | grep tt,5308
paru -Q | grep ttf,5309
fs,5310
z neovide,5311
ls,5312
nv config.toml,5313
wezterm ls-fonts --list-system | grep Jet,5314
cd ~/.local/share/fonts/,5315
ls,5316
z wezterm,5317
nv .wezterm.lua,5318
z neovide,5319
nv config.toml,5320
ls,5321
z dot,5322
ls,5323
gs,5324
ga,5325
"gc ""fix: font""",5326
gs,5327
fs,5328
ls,5329
ls font/,5330
y,5331
cd ~/.local/share/fonts/,5332
ls,5333
cp JetBrains-Mono-Nerd-Font-Complete.ttf ~/dotfiles/font/.fonts/,5334
z dot,5335
y,5336
fc-cache -fv,5337
ls,5338
cd ~/.local/share/fonts/,5339
ls,5340
cd dot,5341
stow font,5342
fc-cache -fv,5343
cd dot,5344
gs,5345
ga,5346
"gc ""fix: font""",5347
gs,5348
ls,5349
wezterm ls-fonts --list-system | grep Jet,5350
cd ~/.local/share/fonts/,5351
ls,5352
trash-put JetBrains-Mono-Nerd-Font-Complete.ttf,5353
z dot,5354
ls,5355
fc-cache -fv,5356
wezterm ls-fonts --list-system | grep Jet,5357
ls,5358
w,5359
paru -Q | grep ttf,5360
paru -Rns ttf-jetbrains-mono,5361
wezterm ls-fonts --list-system | grep Robot,5362
paru -Q | grep ttf,5363
paru -Rns ttf-roboto,5364
paru -Q | grep ttf,5365
fs,5366
paru -Q | grep plank,5367
which 7zip,5368
which go,5369
cd /usr/bin/,5370
ls,5371
ls | where size > 10mb | sort-by modified,5372
ls | where size > 10mb ,5373
ls | where size > 5mb ,5374
z,5375
ls,5376
ls | where size > 50mb ,5377
du | where physical > 10mb ,5378
du,5379
du | where physical > 300mb ,5380
fs,5381
ip addr,5382
z todo,5383
ls,5384
v,5385
nv,5386
z wezterm,5387
ls,5388
v .wezterm.lua,5389
fs,5390
v .wezterm.lua,5391
fs,5392
v .wezterm.lua,5393
z dot,5394
gs,5395
ga,5396
"gc ""fix: font""",5397
gs,5398
ping github.com,5399
gs,5400
gp,5401
paru -Sy,5402
paru -Syu,5403
ls,5404
pwd,5405
paru -Qe,5406
lsd,5407
la,5408
cd .codeium/,5409
ls,5410
tree,5411
ls,5412
z,5413
pwd,5414
z coding/,5415
ls,5416
paru -Q | grep lua,5417
z nv,5418
nv,5419
uv --version,5420
z ~/Video/,5421
ls,5422
cd Coding/,5423
ls,5424
du,5425
date now ,5426
btop,5427
cava,5428
z ~/dotfiles/mpv/.config/mpv/,5429
ls,5430
nv,5431
ls,5432
paru -Sy,5433
paru -Syu,5434
ls,5435
pwd,5436
uname ,5437
pw,5438
paru -Syu,5439
z nv,5440
ls,5441
gs,5442
cd dot,5443
ls,5444
git restore mpv/.config/mpv/scripts/modern.lua,5445
gs,5446
z nv,5447
ls,5448
gp,5449
nv,5450
ls,5451
pwd,5452
paru -Sy,5453
pwd,5454
lsd,5455
pwd,5456
fs,5457
lsd,5458
btop,5459
sys mem,5460
pwd,5461
lsd,5462
pwd,5463
y,5464
pwd,5465
y,5466
z,5467
z dot,5468
gs,5469
git restore btop/.config/btop/btop.log,5470
ls,5471
pwd,5472
btop,5473
gs,5474
cd btop/.config/,5475
ls,5476
la,5477
cd btop/,5478
ls,5479
gs,5480
git init,5481
touch .gitignore,5482
v .gitignore,5483
ls,5484
cat .gitignore,5485
ga,5486
"gc ""fix: btop""",5487
cd dot,5488
gs,5489
ga,5490
"gc ""fix: btop""",5491
gs,5492
btop,5493
gs,5494
pwd,5495
df -h,5496
paru -Q | grep java,5497
pwd,5498
p,5499
paru -Q | grep go,5500
paru -Q | grep node,5501
paru -Q | grep np,5502
paru -Q | grep xclip,5503
cls,5504
l,5505
ll,5506
la,5507
node -v,5508
p,5509
pwd,5510
lsd,5511
pwd,5512
p,5513
ls,5514
pwd,5515
l,5516
ll,5517
cd Tools/,5518
ls,5519
cd dow,5520
ls,5521
unzip Godot_v4.4.1-stable_linux.x86_64.zip,5522
ls,5523
mv Godot_v4.4.1-stable_linux.x86_64 ~/Tools/Godot/,5524
mv Godot_v4.4.1-stable_linux.x86_64 ~/Tools/Godot,5525
ls,5526
cd ,5527
cd Tools/,5528
ls,5529
ls Godot,5530
z,5531
p,5532
pwd,5533
lsd,5534
la,5535
lla,5536
ls,5537
paru -Q | grep ranger,5538
paru -Q | grep neovide,5539
paru -Q | grep neo,5540
btop,5541
paru -Q | grep time,5542
paru -Q ,5543
p,5544
z nv,5545
p,5546
ls,5547
paru -Sy,5548
paru -Syu,5549
pwd,5550
lsd,5551
pwd,5552
cd flutter_apps/,5553
ls,5554
cd ..,5555
ls,5556
flutter create theme_change,5557
cd theme_change,5558
ls,5559
flutter_bloc: ^9.1.0,5560
flutter pub add flutter_bloc,5561
cat pubspec.yaml,5562
lsd,5563
pwd,5564
paru -Syu,5565
ls,5566
flutter pub add get_it shared_preferences,5567
nv,5568
paru -Sy,5569
paru -Syu,5570
ls,5571
paru -Sy,5572
paru -Syu,5573
z nv,5574
p,5575
gp,5576
gs,5577
p,5578
nv,5579
paru -Syu,5580
paru -Syyuu,5581
cd /etc/modprobe.d/,5582
ls,5583
sodo nvim blacklist-r8188eu.conf,5584
sudo nvim blacklist-r8188eu.conf,5585
sudo nvim blacklist-rtl8xxxu.conf,5586
ls,5587
paru -Syyuu,5588
pwd,5589
paru -Syu,5590
fs,5591
flutter --version,5592
dart --version,5593
which dart,5594
z dot,5595
ls,5596
y,5597
ls,5598
ping github.com,5599
paru -Sy,5600
paru -Syu,5601
v,5602
pwd,5603
z,5604
ping github.com,5605
paru -Sy,5606
paru -Syu,5607
z nv,5608
ls,5609
v,5610
paru -Sy,5611
paru -Syu,5612
paru -Sy,5613
paru -Syu,5614
paru -Syyuu,5615
z nv,5616
v,5617
lsd,5618
pwd,5619
gs,5620
gp,5621
bluetoothctl,5622
paru -Sy,5623
paru -Syu,5624
lsd,5625
cd nv,5626
ls,5627
v,5628
z,5629
paru -Syu,5630
paru -Sy,5631
paru -Syu,5632
cyme --lsusb,5633
paru -Sy,5634
paru -Syu,5635
lsd,5636
z nv,5637
v,5638
paru -Sy,5639
paru -Syu,5640
paru -Sy,5641
paru -Syu,5642
fs,5643
btop,5644
nvidia-smi -l 2,5645
ls,5646
paru -Syu,5647
curl wttr.in/Kalyan,5648
cd nv,5649
v,5650
fs,5651
cd,5652
cd games,5653
ls,5654
v,5655
nv,5656
bluetoothctl,5657
paru -Syu,5658
ping github.com,5659
paru -Sy,5660
paru -Syu,5661
z nv,5662
v,5663
z,5664
pwd,5665
cd Downloads/,5666
ls,5667
wget https://xnfilms.com/download/?file=Game_Of_Thrones_S08E05_720p_Hindi-Dub_x264_[Mp4Moviez.in].mkv,5668
ls,5669
df -h,5670
paru -Sy,5671
paru -Syu,5672
ll,5673
sudo chmod +r Kr,5674
ls,5675
paru -Sy,5676
paru -Syu,5677
cd nv,5678
gs,5679
gp,5680
v,5681
cd ~/.local/share/,5682
ls,5683
cd nvim/,5684
ls,5685
cd ../../state/,5686
ls,5687
du,5688
cd nvim/,5689
ls,5690
z,5691
ls,5692
paru -Sy,5693
paru -Syu,5694
cd nv,5695
v,5696
ping github.com,5697
paru -Sy,5698
paru -Syu,5699
cd nv,5700
ls,5701
nv,5702
paru -Syu,5703
sys temp ,5704
btop,5705
ls,5706
ping github.com,5707
paru -Sy,5708
paru -Syu,5709
cls,5710
cd nv,5711
v,5712
fs,5713
lsd,5714
z,5715
cd backup/,5716
ls,5717
cd cod,5718
ls,5719
cd NodeJs/,5720
ls,5721
cd PersonalBlogHub/,5722
ls,5723
du,5724
ls,5725
cd ..,5726
ls,5727
trash-put PersonalBlogHub/,5728
cd bac,5729
ls,5730
unzip `PersonalBlogHub(1).zip`,5731
ls,5732
mv PersonalBlogHub ~/coding/NodeJs/,5733
cd Node,5734
ls,5735
cd PersonalBlogHub/,5736
ls,5737
du,5738
ls,5739
v,5740
ls,5741
npm run dev,5742
cat package.json,5743
ls,5744
cd ..,5745
ls,5746
ll,5747
la,5748
du,5749
cd PersonalBlogHub/,5750
ls,5751
npm install,5752
npm run dev,5753
ls,5754
y,5755
npm run dev,5756
z,5757
btop,5758
sys temp ,5759
las,5760
lad,5761
ls,5762
ll,5763
y,5764
sys temp ,5765
ls,5766
paru -Sy,5767
paru -Syu,5768
sudo chmod 700 kr,5769
ls,5770
sudo chmod 700 Kr,5771
sudo chown root:root Kr,5772
sudo chmod 777 Kr,5773
sudo chown rio:rio Kr,5774
sudo chmod 700 Kr,5775
sudo chown root:root Kr,5776
cd backup/,5777
ls,5778
vim command.txt,5779
exit,5780
sys temp ,5781
cd Video/Movies/Other/,5782
ls,5783
la,5784
ll,5785
sudo chmod 777 Kr,5786
sudo chown rio:rio Kr,5787
ls,5788
sudo chmod 700 Kr,5789
sudo chown root:root Kr,5790
ping github.com,5791
paru -Sy,5792
paru -Syu,5793
ping github.com,5794
paru -Sy,5795
paru -Syu,5796
ls,5797
ping github.com,5798
paru -Sy,5799
paru -Syu,5800
cd nv,5801
ls,5802
v,5803
cd Video/Movies/Other/,5804
ls,5805
ls Kr/,5806
ls Kr,5807
sudo ls Kr,5808
ls,5809
la Kr,5810
cd Video/Movies/Other/,5811
ls,5812
sudo chmod 777 Kr,5813
sudo chown rio:rio Kr,5814
sudo chmod 700 Kr,5815
sudo chown root:root Kr,5816
paru -Sy,5817
paru -Syu,5818
ls,5819
paru -Sy,5820
paru -Syu,5821
ls,5822
cd nv,5823
ls,5824
v,5825
cd coding/,5826
ls,5827
cd lua_lang/,5828
ls,5829
lua main.lua,5830
nv,5831
btop,5832
y,5833
paru -Sy,5834
paru -Syu,5835
y,5836
ls,5837
z,5838
ls,5839
pwd,5840
ll,5841
ls,5842
cd lua_lang/,5843
btop,5844
cd nv,5845
nv,5846
cd Node,5847
ls,5848
cd PersonalBlogHub/,5849
ls,5850
nv,5851
ls,5852
npm run dev,5853
v,5854
cd ,5855
cd coding/,5856
ls,5857
cd dart_lang/,5858
tmux,5859
ls,5860
cd dart_lang/,5861
ls,5862
./password_manager,5863
nv,5864
bluetoothctl,5865
ls,5866
paru -Sy,5867
paru -Syu,5868
ls,5869
pwd,5870
paru -Sy,5871
paru -Syu,5872
paru -Ss visual-studio-code-bin,5873
paru -Ss visual-studio-code-bin ,5874
fs,5875
paru -S visual-studio-code-bin ,5876
cd nv,5877
v,5878
fs,5879
sys mem,5880
ls,5881
pwd,5882
lsd,5883
ll,5884
l,5885
cd,5886
ls,5887
paru -S visual-studio-code-bin,5888
ls,5889
paru -Syu,5890
whoami,5891
sudo chown -R rio '/opt/visual-studio-code/resources/app/out',5892
sudo chown -R rio '/opt/visual-studio-code/resources/app',5893
fs,5894
ls,5895
pwd,5896
ls,5897
cd,5898
ll,5899
fs,5900
ls,5901
cd markdown/,5902
cd coding/,5903
ls,5904
cd markdown/,5905
ls,5906
gs,5907
cd ..,5908
ls,5909
z,5910
y,5911
code --version,5912
ls,5913
which code,5914
cd /usr/bin/,5915
y,5916
z,5917
paru -Ss love,5918
paru -S love,5919
cd coding/,5920
ls,5921
cd rust_lang/,5922
ls,5923
cargo new server,5924
cd server/,5925
ls,5926
tree,5927
cargo c,5928
ls,5929
tree,5930
code .,5931
ls,5932
cargo r,5933
cargo r -q,5934
lsd,5935
ls,5936
uname,5937
paru -Sy,5938
paru -Syu,5939
fs,5940
cd coding/,5941
ls,5942
cd rust_lang/,5943
ls,5944
cd server/,5945
v,5946
cd nv,5947
gs,5948
ga,5949
"gc ""fix: remove rust""",5950
gs,5951
gp,5952
q,5953
nv,5954
cd coding/,5955
ls,5956
cd server/,5957
nv,5958
ls,5959
code .,5960
ls,5961
cargo r -q,5962
paru -Ss zed,5963
paru -Ss zed-editor ,5964
paru -Ss zed 0.183.11-1,5965
paru -S zed,5966
paru -Ss zed,5967
ls,5968
fs,5969
cd dot,5970
ls,5971
gs,5972
ls,5973
code --version,5974
lsd,5975
df -h,5976
lsblk,5977
pwd,5978
lsd,5979
figlet,5980
btop,5981
duff,5982
paru -Syu,5983
lsd,5984
pwd,5985
lsd,5986
love,5987
z,5988
cd coding/,5989
cd python/,5990
ls,5991
mkdie invoice,5992
mkdier invoice,5993
mkdir invoice,5994
cd invoice/,5995
uv init .,5996
ls,5997
v,5998
cd ..,5999
ls,6000
trash-put invoice/,6001
ls,6002
z,6003
ls,6004
pwd,6005
paru -Sy,6006
paru -Syu,6007
cd nv,6008
v,6009
cd server,6010
ls,6011
code .,6012
cargo r -q,6013
cargo r,6014
cargo r ,6015
ls,6016
cd ..,6017
du,6018
y,6019
cd server,6020
du,6021
lsd,6022
pwd,6023
lsd,6024
ls,6025
cd server,6026
ls,6027
cat src/main.rs,6028
bluetoothctl,6029
ping github.com,6030
paru -Sy,6031
paru -Syu,6032
exit,6033
sudo reboot now,6034
paru -Syu,6035
cd /etc/modprobe.d/,6036
ls,6037
vim blacklist-rtl8xxxu.conf,6038
:q,6039
nvidia-smi -l 2,6040
paru -Q nvidia,6041
paru -Qa nvidia,6042
paru -Qs nvidia,6043
paru -Syu,6044
btop,6045
paru -Syu,6046
"lscpi | grep -E ""VGA|3D""",6047
"lspci | grep -E ""VGA|3D""",6048
cd /etc/X11/xorg.conf.d/20-nvidia.conf,6049
cd /etc/X11/xorg.conf.d/,6050
ls,6051
sudo vim 20-nvidia.conf,6052
cls,6053
cd,6054
ls,6055
ping github.com,6056
paru -Sy,6057
paru -Syu,6058
sudo shutdown now,6059
ls,6060
ping github.com,6061
paru -Syu,6062
paru -Rns nvidia-390xx-dkms nvidia-390xx-utils,6063
cd /etc/X11/xorg.conf.d/,6064
ls,6065
sudo cp 20-nvidia.conf ~/backup/,6066
ls,6067
sudo trash-put 20-nvidia.conf,6068
ls,6069
cd,6070
ls,6071
paru -Syu,6072
paru -Qs nvidia,6073
paru -Rns libvdpau,6074
paru -Ss nouveau-fw,6075
paru -S nouveau-fw,6076
sudo mkinitcpio -P,6077
sudo reboot now,6078
"lspci -k | grep -EA3 ""VGA|3D|Display""",6079
cd /etc/X11/xorg.conf.d/,6080
ls,6081
cp ~/backup/20-nvidia.conf ./20-nouveau.conf,6082
sudo cp ~/backup/20-nvidia.conf ./20-nouveau.conf,6083
ls,6084
vim 20-nouveau.conf,6085
sudo reboot now,6086
cd /etc/X11/xorg.conf.d/,6087
sudo vim 20-nouveau.conf,6088
sudo reboot now,6089
sudo vim /etc/default/grub,6090
sudo grub-mkconfig -o /boot/grub/grub.cfg,6091
sudo reboot now,6092
sudo vim /etc/default/grub,6093
sudo grub-mkconfig -o /boot/grub/grub.cfg,6094
sudo reboot now,6095
sudo vim /etc/default/grub,6096
sudo reboot now,6097
sudo grub-mkconfig -o /boot/grub/grub.cfg,6098
sudo cat /etc/default/grub,6099
sudo reboot now,6100
cd /etc/X11/xorg.conf.d/,6101
vim 20-nouveau.conf,6102
cat 20-nouveau.conf,6103
sudo vim 20-nouveau.conf,6104
sudo reboot now,6105
"cat /var/log/Xorg.0.log | grep ""(EE)""",6106
sudo paru -Ss xf86-video-nouveau,6107
sudo paru -S xf86-video-nouveau,6108
cat /etc/X11/xorg.conf,6109
sudo rm /etc/X11/xorg.conf ,6110
sudo rm /etc/X11/xorg.conf.d/*,6111
sudo mkinitcpio -P,6112
sudo reboot now,6113
ls,6114
btop,6115
sudo vim /etc/default/grub,6116
sudo grub-mkconfig -o /boot/grub/grub.cfg,6117
sudo reboot now,6118
"cat /var/log/Xorg.0.log | grep ""(EE)""",6119
nv ,6120
btop,6121
"lspci -k | grep -EA3 ""VGA|3D|Display""",6122
sudo mv /etc/X11/xorg.conf.d/20-nouveau.conf ~/backup/,6123
y,6124
btop,6125
fs,6126
paru -Syu,6127
cd,6128
exit,6129
cd dot,6130
ls,6131
cd btop/.config/btop/,6132
btop,6133
paru -Ss nvtop,6134
paru -S nvtop,6135
nvtop,6136
"lspci | grep -E ""VGA|3D""",6137
lsmod | grep nouveau,6138
paru -Rns nvtop,6139
fs,6140
paru -Ss radeontop,6141
paru -S radeontop,6142
radeontop,6143
paru -Rns radeontop,6144
fs,6145
history | grep 20,6146
v,6147
cd dot,6148
gs,6149
git restore btop/.config/btop/btop.conf,6150
gs,6151
btop,6152
fs,6153
paru -Qs nvidia,6154
paru -Ss nouveau,6155
btop,6156
sys mem,6157
sys temp ,6158
btop,6159
"cat /var/log/Xorg.0.log | grep ""(EE)""",6160
cd /etc/X11/xorg.conf.d/,6161
ls,6162
cd ..,6163
ls,6164
ls xorg.conf.d/,6165
dmesg,6166
cd /etc/X11/xorg.conf.d/,6167
ls,6168
sudo touch 20-nouveau.conf,6169
sudo nvim 20-nouveau.conf,6170
btop,6171
paru -Q mesa,6172
fs,6173
cd /etc/modprobe.d/,6174
ls,6175
cat blacklist-r8188eu.conf,6176
cat blacklist-rtl8xxxu.conf,6177
sudo nvim /etc/X11/xorg.conf.d/20-nouveau.conf,6178
fs,6179
xrandr,6180
paru -Ss xrandr,6181
paru -S xrandr,6182
paru -Syu,6183
"grep ""Monitor"" /var/log/Xorg.0.log",6184
sudo nvim /etc/X11/xorg.conf.d/20-nouveau.conf,6185
"grep ""Monitor"" /var/log/Xorg.0.log",6186
fs,6187
cd games,6188
ls,6189
la,6190
ls raylib_intro/,6191
la raylib_intro/,6192
la,6193
uv run raylib_intro/start/basics/code/1_base.py,6194
exit,6195
sh -i -c 'source .venv/bin/activate ; nu',6196
sh -i -c 'source env/bin/activate ; nu',6197
ls,6198
btop,6199
y,6200
btop,6201
"cat /var/log/Xorg.0.log | grep ""(EE)""",6202
"lspci | grep -E ""VGA|3D""",6203
"lspci -k | grep -EA3 ""VGA|3D|Display""",6204
btop,6205
cd dot,6206
gs,6207
git restore btop/.config/btop/btop.conf,6208
btop,6209
git restore btop/.config/btop/btop.conf,6210
btop,6211
git restore btop/.config/btop/btop.conf,6212
btop,6213
gs,6214
git restore btop/.config/btop/btop.conf,6215
ls,6216
"lspci -k | grep -EA3 ""VGA|3D|Display""",6217
ping github.com,6218
paru -Syu,6219
cd nv,6220
v,6221
sudo vim /etc/default/grub,6222
uname,6223
sudo cat /etc/default/grub,6224
uname,6225
sudo nvim /etc/default/grub,6226
sudo grub-mkconfig -o /boot/grub/grub.cfg,6227
sudo nvim /etc/default/grub,6228
sudo grub-mkconfig -o /boot/grub/grub.cfg,6229
